id,brand,store_name,address,district,source_url,collected_at
kr-daiso-31b23667d76917ab,다이소,신촌명물거리점,서울특별시 서대문구 명물길 27 (창천동),서대문구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-352b6922e76703d3,다이소,연희동점,서울특별시 서대문구 연희로 83(연희동),서대문구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-dc7e7183f4edfd0d,다이소,이대역점,서울특별시 서대문구 신촌로 183 (대현동),서대문구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-f0720ab66054ccfc,다이소,홍제역(3호선)점,서울특별시 서대문구 통일로 지하 440-1 (홍제동),서대문구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-452e5f18b6aee9e2,다이소,e에브리데이남가좌점,"서울특별시 서대문구 수색로2길 39 (남가좌동, DMC금호리첸시아)",서대문구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-257bed760b978787,다이소,e에브리데이명지대점,서울특별시 서대문구 거북골로 34(남가좌동),서대문구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-d31c3a72b7aa58cd,다이소,GS슈퍼북가좌점,서울특별시 서대문구 응암로 54 (북가좌동) 서부코아 지층,서대문구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-27b07f75139f0004,다이소,강남고속버스터미널2호점,서울특별시 서초구 신반포로 194 (반포동) 1층,서초구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-3da67bbe9815efda,다이소,강남고속버스터미널점,서울특별시 서초구 신반포로 194 (반포동) 지하1층,서초구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-247ac9d7650cf3f1,다이소,교대역점,서울특별시 서초구 서초대로 320 (서초동) 지하1층,서초구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-d0360e08cf184d32,다이소,남부터미널점,서울특별시 서초구 서초중앙로 36 (서초동),서초구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-a3d84f09f4db1a90,다이소,내방역점,서울특별시 서초구 서초대로24길 3 (방배동),서초구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-bea33a42dffed47b,다이소,롯데마트서초점,"서울특별시 서초구 서초대로38길 12 (서초동, 마제스타시티, 힐스테이트 서리풀)",서초구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-adcf06c1e2a49fe4,다이소,방배역점,서울특별시 서초구 효령로 117 (방배동),서초구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-76e0638b22fb9b5b,다이소,양재2호점,"서울특별시 서초구 남부순환로 2614 (양재동, 한솔로이젠트)",서초구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-8ce6a8c51f74ea11,다이소,포이사거리점,서울특별시 서초구 논현로 79 (양재동),서초구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-8fab1b7e9ebad4d4,다이소,하나로클럽양재점,서울특별시 서초구 청계산로 10 (양재동),서초구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-5751f84229d5c1bc,다이소,e에브리데이내곡점,서울특별시 서초구 청계산로9길 70(내곡동),서초구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-6f924f7e792a23a5,다이소,e에브리데이양재점,서울특별시 서초구 동산로2길 16 (양재동),서초구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-d1d0754c1383e7d1,다이소,금호금남시장점,서울특별시 성동구 독서당로 292 (금호동4가),성동구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-51ca8a0fde00cdaf,다이소,답십리점,서울특별시 성동구 천호대로 308 (용답동),성동구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-841d0396e08e8473,다이소,뚝섬역점,서울특별시 성동구 아차산로 6 (성수동1가),성동구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-97f0f8011668e817,다이소,롯데마트행당역점,서울특별시 성동구 행당로 84 (행당동),성동구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-d38c80e097ab73d1,다이소,비트플렉스왕십리역점,서울특별시 성동구 왕십리광장로 17 (행당동),성동구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-154aebb22132ecd9,다이소,상왕십리역점,서울특별시 성동구 왕십리로 373 (하왕십리동),성동구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-5c742269a7eaceda,다이소,성수2가점,서울특별시 성동구 성덕정길 106(성수동2가),성동구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-2b53026de75277a6,다이소,옥수역점,서울특별시 성동구 동호로 21 (옥수동),성동구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-aee55be3a0db06de,다이소,한샘마트성수점,서울특별시 성동구 성수이로 118 (성수동2가),성동구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-35cc913b00b0d87b,다이소,경기마트정릉점,"서울특별시 성북구 길음로9길 50(길음동, 길음뉴타운)",성북구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-88076da5fa2df946,다이소,돌곶이역점,"서울특별시 성북구 화랑로 265 (장위동, H하우스 장위)",성북구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-f7ebddf72b3734a2,다이소,동덕여대점,서울특별시 성북구 장월로1길 113(하월곡동) 세정빌딩,성북구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-dfc7c8f3d745895c,다이소,롯데슈퍼장위점,"서울특별시 성북구 월계로40길 7 지하1층 101, 102호",성북구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-87ea49b1d6db2a8a,다이소,성신여대역점,서울특별시 성북구 동소문로20나길 2 (동선동1가),성북구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-7e4a1066687b011d,다이소,안암점,서울특별시 성북구 고려대로24길 51(안암동5가),성북구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-28baeb8807f02837,다이소,이마트하월곡점,"서울특별시 성북구 종암로 167 (하월곡동, 동일하이빌뉴시티)",성북구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-839c0f916d1923ea,다이소,정릉시장점,서울특별시 성북구 보국문로 9 (정릉동),성북구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-634316e03be7e7cb,다이소,종암점,"서울특별시 성북구 종암로21길 3(종암동) 용진빌딩 /지층 1,2호 1층 1,2,3,4,호",성북구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-5a8771362cb4ad38,다이소,한성대입구역2호점,서울특별시 성북구 동소문로 14 (동소문동2가),성북구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-9fc3ff84f897d24e,다이소,홈플러스월곡점,서울특별시 성북구 화랑로 76 (하월곡동),성북구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-c7696659e93108a2,다이소,GS슈퍼동소문점,"서울특별시 성북구 성북로4길 52 (돈암동, 한신한진아파트) 4층",성북구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-5db07521ae65475d,다이소,가락시장역점,서울특별시 송파구 중대로 109 (가락동),송파구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-e7315ade402fd6c3,다이소,거여점,서울특별시 송파구 거마로 12(거여동),송파구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-48d47d0475eb6122,다이소,롯데마트송파점,서울특별시 송파구 중대로 80 롯데마트송파점,송파구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-e1914bd1333ef769,다이소,롯데마트월드타워점,서울특별시 송파구 올림픽로 300 (신천동),송파구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-c3fae52982207ff3,다이소,롯데슈퍼가락점,서울특별시 송파구 오금로36길 8 (가락동),송파구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-7081e8798720cc91,다이소,롯데슈퍼올림픽점,서울특별시 송파구 양재대로 1220 (방이동),송파구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-5976f7b6790da515,다이소,문정역점,"서울특별시 송파구 문정로 1 (문정동, 문정역 마에스트로)",송파구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-10ac29194a10ef24,다이소,방이시장점,서울특별시 송파구 백제고분로48길 5 (방이동),송파구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-0d91fb1e2e5d532f,다이소,배명사거리점,서울특별시 송파구 삼학사로 53(삼전동),송파구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-e1dd5e3696bb70b4,다이소,석촌점,서울특별시 송파구 가락로 103 (석촌동),송파구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-b2d33582a3e4abea,다이소,송파구청점,서울특별시 송파구 오금로 87 (방이동),송파구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-5d672cc99cc06552,다이소,송파파크하비오점,"서울특별시 송파구 송파대로 111 (문정동, 파크하비오) 205동",송파구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-959d320a370d1545,다이소,오금동점,서울특별시 송파구 동남로29길 4 (오금동),송파구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-a13839a3fb6604b1,다이소,위례본점,"서울특별시 송파구 위례광장로 136 (장지동, 위례아이파크)",송파구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-77e4548f2b3bc39c,다이소,잠실점,서울특별시 송파구 석촌호수로 88 (잠실동),송파구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-373981e0b5587d35,다이소,잠실종합운동장역점,"서울특별시 송파구 올림픽로 74 (잠실동, 잠실월드메르디앙)",송파구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-ff4a0969071a52a0,다이소,하나로클럽방이점,서울특별시 송파구 양재대로72길 15 (오금동),송파구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-23131b744b486f77,다이소,현대시티몰가든파이브점,서울특별시 송파구 충민로 66 (문정동),송파구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-c3c0388cb208e332,다이소,GS슈퍼송파점,서울특별시 송파구 동남로 189 (가락동) 140 쌍용아파트 상가(T02-3401-6251),송파구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-b37b6a4ff1b3d573,다이소,목동깨비시장점,서울특별시 양천구 목동중앙북로4길 6 (목동),양천구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-5a59f4f8d8da748b,다이소,목동역점,"서울특별시 양천구 오목로 238 (신정동, 론드사옥)",양천구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-a9b6e113a8d400a1,다이소,서부식자재마트점,서울특별시 양천구 목동남로 72 (신정동),양천구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-61761ece1deb68e2,다이소,신곡시장점,서울특별시 양천구 신월로 160 (신월동),양천구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-479e1cf71c3fbf13,다이소,신월우성상가점,서울특별시 양천구 지양로 78 (신월동) 1층,양천구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-16c09aa8b5375abc,다이소,신정네거리점,서울특별시 양천구 신월로 291 (신정동),양천구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-18a668fb5fb147a1,다이소,오목교점,서울특별시 양천구 오목로 344 (목동),양천구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-b343e87d4e8c3343,다이소,이마트목동점,"서울특별시 양천구 오목로 299 (목동, 목동트라팰리스)",양천구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-83730f6ab86af615,다이소,이마트신월점,서울특별시 양천구 화곡로 59(신월동),양천구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-5fc00060140e3ecc,다이소,당산점,서울특별시 영등포구 양평로 49 (당산동5가),영등포구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-f2517d68dd96c0d8,다이소,대림2호점,서울특별시 영등포구 도림로 157 (대림동),영등포구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-ff2c44ddd3d71cfa,다이소,대림썬프라자점,서울특별시 영등포구 신길로 39(대림동),영등포구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-187521a7f43eeda6,다이소,대신시장점,서울특별시 영등포구 도신로 235 (신길동),영등포구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-2815ceb5bb60fe23,다이소,롯데마트서울양평점,서울특별시 영등포구 선유로 138 (양평동3가),영등포구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-c8c1933fa5673ffc,다이소,롯데빅마켓영등포점,서울특별시 영등포구 영중로 125 (영등포동8가),영등포구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-2d83d44a469794dd,다이소,롯데슈퍼대림점,서울특별시 영등포구 대림로 251 (대림동),영등포구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-faaec891a40bbbd1,다이소,서울양평동점,서울특별시 영등포구 선유로 157 (양평동3가),영등포구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-83e2641c22ef19d9,다이소,선유도역점,서울특별시 영등포구 양평로 지하 124(양평동5가),영등포구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-c744533345c0f9ac,다이소,신길점,서울특별시 영등포구 가마산로 476 (신길동),영등포구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-68f4a3d397c1cd5c,다이소,여의도점,서울특별시 영등포구 여의나루로 61 (여의도동),영등포구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-d90c9042ca7e4d94,다이소,영등포구청점,"서울특별시 영등포구 당산로 83 (당산동2가, 한화포레나당산)",영등포구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-6a44fbf02856259a,다이소,영등포역점,서울특별시 영등포구 영중로 18 (영등포동3가),영등포구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-05076cab763cea41,다이소,홈플러스영등포점,서울특별시 영등포구 당산로 42 (문래동3가),영등포구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-e44c83f82638fc62,다이소,e에브리데이신풍역점,"서울특별시 영등포구 신풍로 28 (신길동, 비스타동원)",영등포구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-ea269336ce3767d4,다이소,GS슈퍼여의도점,서울특별시 영등포구 국제금융로7길 15 (여의도동),영등포구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-b0b63730ca9652c6,다이소,남영역점,서울특별시 용산구 한강대로77길 12 (갈월동),용산구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-1e0a5642e18f9ee1,다이소,용산아이파크몰점,서울특별시 용산구 한강대로21나길 17 (한강로3가),용산구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-e28d92ca6ab1f4d1,다이소,이태원점,서울특별시 용산구 이태원로15길 1 (이태원동),용산구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-4200e85ef2cdaf64,다이소,효창공원역점,서울특별시 용산구 효창원로 119(용문동),용산구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-05ab4f3cf57c4ebe,다이소,구산역점,서울특별시 은평구 연서로 143 (갈현동),은평구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-b6426b46647d3b92,다이소,롯데몰은평점,서울특별시 은평구 통일로 1050 (진관동),은평구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-8a1bd46c6070f58c,다이소,롯데슈퍼범서점,서울특별시 은평구 통일로 842 (불광동),은평구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-318851d99b98f8be,다이소,불광역점,서울특별시 은평구 통일로67길 3 (대조동),은평구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-406cbb37220fcfb8,다이소,연신내점,서울특별시 은평구 연서로 253 (불광동),은평구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-c20651066a0ad8cf,다이소,응암2호점,서울특별시 은평구 응암로 335 (응암동),은평구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-4585bd0791beb15c,다이소,응암역점,서울특별시 은평구 은평로 68 (신사동),은평구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-625c1f8f5149a9fe,다이소,이마트수색점,"서울특별시 은평구 수색로 217 (수색동, 디엠씨 자이1단지)",은평구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-82f6d976692544f4,다이소,경복궁역점,서울특별시 종로구 자하문로2길 4 (적선동),종로구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-48de12af6b60b9d4,다이소,대학로점,서울특별시 종로구 대학로 138-2 (혜화동),종로구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-26094a7667c42f3a,다이소,동대문점,서울특별시 종로구 율곡로 309 (창신동),종로구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-79c6b25760900db2,다이소,동묘점,"서울특별시 종로구 종로 347 (숭인동, 롯데캐슬 천지인)",종로구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-adb5fc832275d848,다이소,안국역2호점,서울특별시 종로구 율곡로 45 (안국동),종로구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-1b3cdab66c4c473d,다이소,종로본점,서울특별시 종로구 삼일대로 395 (종로2가),종로구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-95ace0593fea4ad6,다이소,하나로마트서서울농협사직점,"서울특별시 종로구 사직로8길 4 (사직동, 광화문 스페이스본) 1층",종로구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-8553470a1a4356c5,다이소,혜화점,서울특별시 종로구 창경궁로 239 (명륜2가),종로구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-e118f803f9b9c3ad,다이소,GS슈퍼종로평창점,"서울특별시 종로구 평창문화로 75 (평창동) 158-1,지하1층",종로구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-bf7b6fd2fe4fe19d,다이소,롯데던던동대문점,서울특별시 중구 을지로 264 (을지로6가),중구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-07d22c05f6f877e7,다이소,롯데마트서울역점,서울특별시 중구 청파로 426 (봉래동2가),중구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-e34d89069b5a2f8d,다이소,명동본점,서울특별시 중구 명동길 43 (명동1가),중구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-b87bfc99516b1ee8,다이소,명동역점,서울특별시 중구 퇴계로 134-1(남산동3가),중구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-374f8aec2812f538,다이소,서울시청광장점,서울특별시 중구 세종대로 93 (태평로2가),중구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-b9bcf95799603fda,다이소,서울역점,서울특별시 중구 한강대로 405(봉래동2가),중구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-dec50c2fd6fce646,다이소,현대시티아울렛동대문점,서울특별시 중구 장충단로13길 20 (을지로6가),중구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-9b6160eaf9ebf84d,다이소,동부시장점,서울특별시 중랑구 망우로 212 (상봉동),중랑구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-146ab7917115a05a,다이소,망우2호점,서울특별시 중랑구 망우로 416 (망우동),중랑구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-3d91e699695565b6,다이소,먹골역점,서울특별시 중랑구 동일로 889 (묵동),중랑구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-227c652ec8aebfd4,다이소,바다마트신내점,"서울특별시 중랑구 신내로14길 21 (신내동, 동성7차아파트)",중랑구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-ba2137bf4e12ebf8,다이소,사가정2호점,서울특별시 중랑구 면목로 290 (면목동),중랑구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-3d93852296e33e26,다이소,상봉역점,서울특별시 중랑구 망우로 287 (상봉동),중랑구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-255a29fc56b785ac,다이소,이마트묵동점,"서울특별시 중랑구 동일로 932 (묵동, 묵동자이아파트)",중랑구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-63e7b8460d1af9ad,다이소,하나로마트동서울농협신내점,서울특별시 중랑구 신내로 74 (신내동) 1층,중랑구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-fa8f4f0dbf988b58,다이소,홈플러스상봉점,"서울특별시 중랑구 망우로 353 (상봉동, 상봉 프레미어스 엠코)",중랑구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-53a05c5d80f08d31,다이소,홈플러스신내점,서울특별시 중랑구 신내로 201(신내동),중랑구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
kr-daiso-b727f51da0aba93f,다이소,e에브리데이면목동점,"서울 중랑구 면목로39길 11 (면목동, 카멜리아쇼핑센타)",중랑구,https://www.daisomall.co.kr/ms/msg/SCR_MSG_0019,2026-09-18
